crop,prev_crop,area,green_index,revenue,expense,price_per_kg,estimated_yield
Potato,Sugarcane,4.827374748806654,1.6571094648273808,33392.265587699585,59244.72446658281,31.801269980122406,4780.545942750016
Wheat,Wheat,21.943340889197763,2.3507779722519913,36067.48569927161,38469.07841998977,31.410833322938046,2186.728808157709
Tomato,Gawar,27.087535674118737,2.0924910308657245,26780.8529179949,74335.05426593809,55.81657575659911,1771.6536263276898
Cotton,None,45.03595963630588,2.7225190477961894,40240.05014868475,57667.87223710376,50.68228981589198,1597.9454818541362
Sugarcane,None,49.88711471439946,2.6574728731398705,66196.52229242539,74828.4012244283,75.41795856032395,2923.501014283843
Potato,Cotton,37.91601763107195,2.364982186863532,44790.23518386681,40444.23345616746,75.93680987419523,1368.3073048645315
Tomato,Cotton,48.568758537882445,1.425567480126431,74109.0889833663,38972.98257465396,61.54790171100528,2427.4122098204434
Wheat,None,39.567955494257816,0.9243792228115574,98828.03527191578,44805.6973584634,63.192003327281114,1068.0444663805742
Wheat,Sugarcane,48.19692940759941,1.5210803623339197,43939.09715360365,9907.002798935198,85.80847508978209,2037.5924439370738
Rice,Rice,35.656265571278304,1.5062148219594707,51637.529268065526,73137.06885024771,45.72427939771976,4601.107607582931
Rice,Wheat,4.908407847102483,1.830826646668013,24769.914125328785,55078.778873138814,11.110865346646976,2787.9135733315834
Eliachi,Tomato,20.69408916264115,0.5582927033487123,45299.37572013845,51318.92584320264,29.17272598774818,1294.9817829315168
Cotton,Potato,32.68326690632105,1.9668596413349664,75414.92057116114,74484.76523529227,13.182589961940224,3587.347151443596
Gawar,Gawar,18.1852069632583,1.3698027726174473,29566.431976821656,79522.788320629,45.414660051914076,4822.534242764659
Tomato,Rice,14.39581198757515,1.8606144958225777,26384.86437897063,17254.504299385768,42.20520628867015,2853.6304992226737
Tomato,Wheat,29.29256408952146,0.718814468758637,43873.73862842726,61174.773867876764,18.87669410811357,3497.1514420308495
Gawar,Tomato,46.74159195841931,1.303184681632065,83678.45371459583,48495.88808662896,77.95230317807187,4677.672027310251
Eliachi,Cotton,2.7141118022915247,0.6306036433575608,66129.1470740335,39574.78914427097,59.775466060504264,2676.3976955838434
Sugarcane,Wheat,38.69232897353045,2.625915470270405,96182.14398279457,78320.94512353592,30.313153512857287,3658.347223111144
Sugarcane,None,36.41363662418673,1.4638831351246129,91408.63914348629,68769.72583663349,78.32134682790488,2762.8170971123373
Eliachi,Wheat,48.23371784402607,0.6749442467214364,23602.34771409181,57256.24880701019,70.11380728377958,4848.523906102779
Sugarcane,Potato,46.60484989429463,0.12362608722463886,13829.749714649317,33700.712539260465,27.24356258189911,3015.2062918886068
Rice,Eliachi,38.34939554016545,2.0272159939606254,45918.52607752787,54953.06031160133,98.459949757565,4542.611579037723
Tomato,Cotton,26.500029469447334,0.6439341419692671,56987.15309367756,44877.05926695527,25.96834592699743,3028.7939937800165
Eliachi,Gawar,11.009110108442473,2.968746576956335,56401.35536968431,23702.633730702408,79.45302375624551,3673.54433117973
Tomato,Gawar,27.716550197953143,1.6011011202455148,22069.654099394975,38778.59923592556,97.14578347991001,2544.5659487660596
Gawar,Wheat,38.50224770206304,0.8669309887440962,21233.568893914933,20915.89760762843,75.29519621904983,4670.220266904898
Wheat,Eliachi,44.887791419256764,1.973032301377891,14217.46802012833,42531.52199038884,69.91993624151638,3587.768587953575
Rice,Tomato,39.695888451316904,0.8256597703142566,86577.39334498603,59017.855695884035,91.29893021368642,1079.6493195343105
Potato,Rice,10.568079824361645,2.4608228817292392,95296.9724261361,7748.466786434672,34.2218974497105,1062.5646940649594
Rice,Tomato,30.384629397174912,0.9247081527898257,20411.65181961745,62403.4781988989,34.94401754192364,3704.7100735749373
Eliachi,Rice,17.276499517036495,2.964743197187728,29181.013169420043,6499.549400625747,67.70443498339495,1457.0754490708082
Potato,Eliachi,1.4510777021415064,1.8154343563358808,18087.65962614193,43795.8277219494,89.3924001722393,3864.657650799466
Wheat,Rice,10.810825853644637,2.53323344682799,88975.19540267515,48010.75303626226,65.56367335272107,2288.0671191372758
Eliachi,Potato,6.547811846739014,0.21844640873526666,96283.78601826169,62093.25947208431,97.93438806785612,3155.678712366166
Cotton,Wheat,42.293237053433955,1.0448982521585646,33561.69190488011,62077.16175056127,30.061207843007743,1697.5983501344274
Tomato,Tomato,13.666806355242787,2.212461258498449,37322.54469418374,36309.158438217964,84.32916425719417,1984.8871936185778
Wheat,Potato,14.95020047549022,1.965177052021748,42640.27159716456,9977.938317382599,93.45372834260654,2747.6710053782676
Tomato,Tomato,48.03689201814533,0.5827293643012733,55221.73834426582,57012.511458186294,48.43021581571818,3661.910308888148
Sugarcane,Wheat,19.575249429393757,1.0686087915291296,71421.48807804342,43323.950554431365,96.5784274059097,1622.9265465503354
Cotton,Sugarcane,1.4696963670753334,0.7903302224626227,55395.152492916175,29979.384249732615,28.19328584100213,2125.1325431465834
Cotton,Rice,14.90846126896069,1.840110509285529,95590.1423508617,22615.53370647428,95.75505399364809,1827.8496075636026
Wheat,Eliachi,6.84567944948881,1.033704688376325,18990.41126693488,13981.865983285681,91.25272535101172,4450.69723512181
Cotton,Sugarcane,6.037619525056844,0.9271627260010494,81874.49610475567,27135.687290645397,15.953128494648093,3592.02597384997
Potato,Sugarcane,4.796877216651726,0.6221339413090251,40103.478173212396,39386.721884396975,56.91984472201928,2873.982947432273
Cotton,Gawar,30.069714038593485,1.227081362743945,43979.29192778929,40820.687613443915,57.59551463473513,4787.772216865133
Tomato,None,10.278038457863072,0.5865077705896607,73794.64993392029,48705.41985610895,15.127608420984458,3943.3051815724034
Tomato,Potato,18.70089690800951,2.887708762132897,93643.9398886941,32185.142701553796,13.557804409673142,4728.904454719759
Eliachi,Potato,43.23886809037082,0.4635054344859102,74458.0700698219,73992.34019290973,10.45871027330868,3390.3718409030107
Tomato,Potato,21.792568850017506,2.739914144876329,79827.4517841457,42190.22098119635,57.20579590770086,1552.2276451648368
Eliachi,Potato,45.86887615253024,1.285419294469746,77570.1317942919,36779.37800888417,51.74340435722494,3701.7084257808933
Tomato,Sugarcane,25.398964616384706,1.1335979746851663,38888.074538535235,8612.59762636123,94.6414174200752,1805.9646426274066
Potato,Potato,20.54299412714803,0.6939594027145465,78123.7389864023,49926.13115996629,40.807568427229086,2383.8743666709433
Gawar,None,37.76905742744438,1.9072690031025572,80606.86841978216,50215.17020500389,69.24046559782155,3038.471735251608
Eliachi,Cotton,4.5855798396321035,2.0565840450325092,58006.02885854615,48746.72225230272,10.680707317654665,1629.4639282468029
Rice,Wheat,5.384440766138452,1.4027128867572523,58308.06148001347,71569.76882061653,69.71846012202072,1083.125531397793
Sugarcane,Potato,32.94671198222507,0.1671206870802724,78374.87227562354,62217.56244419675,92.21140216242206,2308.343759482793
Wheat,Eliachi,24.860094948723166,2.7555304520656496,83532.77760019667,70055.42146943201,41.9291160998552,4297.263076353807
Tomato,Cotton,39.7303472656413,2.940987398629143,40347.58978276033,9456.691768244804,38.2651391605263,1061.5198448330884
Cotton,Eliachi,45.89727102983304,1.293130245635505,82140.59958177616,28859.482419113145,66.3426878385295,1437.735732778454
Gawar,Eliachi,20.02997700590583,1.8409824222279814,83278.81060078701,28903.39577710285,39.56968589117376,4227.419426946873
Tomato,Tomato,30.22409130264767,1.3508958787312402,31071.30768267214,54278.3793326465,46.217653792886004,2223.406811800097
Cotton,Eliachi,25.534134761970183,0.9656389526583617,74525.56707850445,38646.12865283826,34.580488677695854,4752.854057923931
Sugarcane,Potato,49.09892212647921,0.23195637857342288,26788.052965254254,63310.44524390314,41.040028565104194,2520.976571969193
Sugarcane,Tomato,41.723135960473165,1.3682031911918966,18374.420168931632,33832.29249917711,71.14695511880149,4186.815716337797
Sugarcane,Gawar,45.67514770559033,2.4551536690783546,61708.871084520484,21620.56829843066,93.01376677835663,2035.1593650486186
Cotton,Sugarcane,13.462664291302605,0.05109438326401072,91778.69789050591,26821.33012207088,62.480392814437,1247.3249536620278
Tomato,Eliachi,38.853794734967124,1.746323049540667,13191.312117318692,18685.22946131108,10.903010403549672,4526.217942857004
Sugarcane,None,14.008188024884797,2.6423163261800666,84385.14738354295,19841.9518822175,33.7503305618887,4709.185902598303
Potato,Wheat,11.228384137991105,0.652648290043074,55582.408963315596,21262.918657298862,95.70146757872045,3832.398631956873
Eliachi,Eliachi,47.26904182312199,0.5497675940671866,87480.5903849107,6207.103363041839,91.92895874470928,4080.2712943845813
Cotton,Gawar,1.9459164191754657,2.316829877105829,85912.92416539422,58706.60260719091,20.408251564049692,1028.510480367603
Cotton,Rice,48.30404647950805,0.7652592933578799,88775.81243346598,34970.17567033517,91.75753567605949,4015.2940706392233
Tomato,Gawar,8.313832952451504,0.5759528026819454,79198.6559326006,6700.349891137168,96.80761207350282,2888.785547555308
Cotton,Rice,41.15246600787014,1.1339677517077051,85869.31190922954,32750.56583493802,39.21147061843058,2811.1618184570316
Cotton,Gawar,14.520205100337051,1.1775060368106538,25842.268648108326,72902.60953365591,73.09061284629408,3160.2796818816846
Sugarcane,Sugarcane,18.18441404410564,2.622303189049698,37346.78339874475,43343.32377255836,60.39841739622668,2084.8408648381974
Tomato,Wheat,11.621127854777264,1.8553304158010306,31823.755372656677,79006.4008509763,40.33446926957009,3785.1542192436086
Sugarcane,Gawar,29.690188081572902,1.2178843690187682,76818.54733552544,45496.957390854215,23.800220282666807,2182.355488108031
Eliachi,Rice,18.05668182788583,1.6031638928573004,23827.88074304223,77209.9249288298,43.02282016949022,3234.4265518695206
Gawar,Eliachi,33.212258935238495,2.8618956999758227,26400.501134000973,20135.054660330952,93.50169142946612,1547.70891524614
Eliachi,Sugarcane,1.7667185791612328,0.3396440298296861,89106.82486497483,26745.11095395257,83.01235380160117,3700.3025404672035
Gawar,Sugarcane,4.154369292236941,0.6231465651740743,73529.39736215543,57497.75826348211,39.7607077578614,1758.4510582198618
Sugarcane,Eliachi,5.883396483831183,2.887586119759666,88784.19801271781,79011.6212749585,59.290781680973794,1681.6559429923434
Eliachi,None,21.530690580201323,2.8719745455816126,22541.973243462147,66897.3058264532,46.53655108386233,1097.1326494774667
Tomato,Tomato,40.92501246033883,0.5314962637943179,45908.23641051721,46527.89575068133,51.961406319352996,1487.1431030792587
Wheat,Wheat,44.52071760854075,0.43532645137589465,35483.60530686859,11386.446076918648,78.50896174049515,1930.280980315731
Sugarcane,Wheat,12.995726262984137,1.2632554030158594,10871.297675168455,32328.433249984548,58.870558085577436,1889.2374427577042
Gawar,None,29.144116487711685,0.14915487746390732,35607.06643948362,11481.927544744296,26.29400170706124,2310.6857171133297
Potato,Tomato,38.649884641937426,1.9647105968554204,44162.49267800915,28346.102139987834,34.21320650240851,1217.6656723084793
Gawar,Wheat,15.152642066060826,0.23248806498522656,18299.767351844068,24409.40754989934,61.101447568984206,4740.7920740797335
Potato,Rice,21.04137910007739,0.17408888128284217,60983.880204413785,34141.64724775388,72.35376039362797,1476.7035173907389
Cotton,Cotton,26.674735931599983,1.4555608086265477,44485.539622536984,67795.74424924393,55.73083846443212,3807.85551584802
Eliachi,Cotton,7.608867473994337,2.8733599083303045,14181.549604979089,16278.250348278509,65.81894791070755,3140.292679398137
Potato,Wheat,2.2731323925632356,1.2803878081894786,73358.09783811792,27954.796164020565,81.04392564179318,3211.155219656579
Gawar,Potato,8.487484656595878,1.0694434759816533,75635.18504569931,24583.793324120565,59.08527245872556,1422.067302083066
Cotton,Wheat,31.715827441423137,2.9938701465068576,85102.42986724914,27210.62353526809,97.94723050470694,1972.8597686458393
Wheat,Eliachi,4.607294815150402,1.5959068823375504,53698.65398802843,32046.760610531917,31.201178662245113,4119.525177874236
Tomato,Eliachi,10.295121877656287,1.1257242206707456,97179.29176010587,23323.381245022883,92.77194253510483,2854.7458330850222
Tomato,Tomato,17.55484039906988,1.1575824400248056,92265.77300792107,75693.59541673424,32.2893815317622,2828.2712691482293
Tomato,Sugarcane,4.8156331510119506,0.5848784881005314,59621.64625901184,36507.6285434491,57.84801187903316,3183.6471838245375
Potato,Rice,10.393264286920088,1.536669172342617,50045.67379624755,13558.494889795113,51.03160937223488,2735.223554036929
Wheat,None,45.652219660192046,1.3165650845040173,10273.098511263057,40074.395752049066,43.559494220746444,4224.543724245745
Potato,Wheat,1.9456574791222532,0.8123858890422402,73989.50785653104,18832.3926396019,96.64612017407418,3994.820791554849
Eliachi,Rice,33.018164284543744,0.48162025980527934,60845.90536447219,21209.798187598997,34.50714047793912,2268.0168674447173
Potato,None,19.83603761484406,0.933716606002661,94378.97309374726,26378.10632336245,70.73821939087554,4248.324452486811
Wheat,Eliachi,33.959788232186185,1.5260499830631877,63480.891271711975,14356.989201946006,82.36617148115289,3074.4257205116733
Wheat,Gawar,29.845894297806822,0.17499981685440502,99357.04845034568,59083.919943500005,27.73061610484313,3510.9473329465086
Eliachi,Rice,11.95143896337757,0.4612320857518679,86843.73446769614,64395.98560484367,97.58376337649787,4464.703327571262
Wheat,Cotton,42.513264891096036,2.842971800907286,95823.81422334578,34571.36914367,59.19764281352195,2903.9729969816226
Gawar,Wheat,25.105078747858478,1.628566053094017,39489.649415653505,56674.44045751589,92.3041595451751,4025.0414502114313
Wheat,Tomato,41.30426492676011,0.1903479109801136,23440.23952905398,34171.57176280217,69.74929536974565,3512.3494364201774
Tomato,Cotton,20.89461427322274,2.079263276308719,81718.49024156127,17305.799272727298,68.44841656990953,2706.979765190197
Gawar,Sugarcane,49.24959214184671,0.1854086102371042,80757.73926722193,34787.60459984587,41.102748031616485,4156.193465511809
Gawar,Potato,38.75397856656352,2.216622681139119,29030.40454650069,46774.05466112296,79.35311290834791,1420.636471480877
Eliachi,None,48.3315600505161,2.2498881651600806,78827.01887214214,8074.5735557666685,12.68076854798899,3324.880869232592
Rice,Eliachi,26.201997466583084,1.953236927247758,62377.60222372656,54086.329301177764,60.023843390778886,1185.6430294898219
Rice,Wheat,24.210865482244323,2.196613633858049,19857.263041150567,60695.59767535891,12.892515688309127,1624.6765110186932
Wheat,Tomato,38.017236656937634,0.2638973430391732,55160.523781318785,69497.76932814208,37.618468550094,3395.4945496445307
Gawar,Gawar,44.13427188765808,2.180341657065803,93802.42007548106,12707.792018698023,18.6666202190341,2230.4267863978
Rice,Eliachi,48.243143997412346,0.41006495917164887,55581.17909007059,5007.019539370426,92.0431925515997,2049.8999549853825
Rice,Wheat,16.903043395592487,1.0185177218155315,80982.90905981249,10494.977676662174,66.54343298849687,4823.3547682778135
Wheat,Gawar,40.13652411828931,2.8282357605018986,12601.898797776088,74308.76028395811,70.16595551867476,2463.622491555092
Rice,Tomato,11.321634284141298,1.5086264329774202,75527.32715763344,62416.679078094574,86.60155818619559,3258.9658809032253
Potato,Potato,27.73314299052682,2.9022792962490414,95215.36475237296,67657.67350708751,75.97292277362101,3136.995085111475
Cotton,Cotton,9.812559272050759,0.26676737666021266,54957.500640364226,43776.03478744792,21.17760185326234,1248.0736925519334
Eliachi,Cotton,18.022470725766603,1.4326697986895403,40393.892172302774,44503.990592290655,65.57844999336018,3697.1029534420127
Cotton,Eliachi,46.63655999311651,0.18720696083061195,68198.54543982075,27387.919237938837,98.03536573536736,3051.605278683488
Wheat,Wheat,8.158444288881217,1.8906307871978543,92463.50935838974,68206.47889761228,29.270430183404272,2525.6684671930457
Tomato,Wheat,31.987643861624626,0.23612100410554915,25909.268548000866,67232.71873128382,65.77425380072356,1264.0672642650416
Eliachi,Tomato,30.054759373442764,0.526103407621132,46332.47890204388,34412.850929162116,60.7252882709199,2172.055939946858
Wheat,Potato,6.916179282740337,0.7764909302078414,24066.125288365707,29695.03028536054,45.24814412153293,4536.381503223997
Gawar,Wheat,16.972973144671798,2.2462315549934497,54698.880899790354,60377.995343976865,95.91718452991194,1694.8454932298764
Tomato,Tomato,28.58609372124802,0.4918863564542243,58637.98117275031,6962.610375345031,42.076034705350565,1877.3345590064837
Cotton,Sugarcane,10.171751840436023,2.5398961598792034,94978.32532494942,69496.16738887908,18.431239841760558,1821.1761242790856
Wheat,Eliachi,40.230559164227955,0.3957118164924026,47126.363839086465,38468.599198562966,96.62886854147176,4563.219277027334
Gawar,Sugarcane,48.63566896720274,0.10573334721046901,61026.095218572846,38100.81849071456,75.62981861338884,3799.981930873307
Eliachi,Eliachi,11.523210598161132,1.1851362569090034,89673.63166487371,55180.83855405459,40.82048880564058,4527.372252219208
Eliachi,Gawar,10.158686274738221,2.9383249259138853,38926.45001585428,53431.20202328986,35.24604625807427,4654.985999507333
Sugarcane,Tomato,23.291818518074788,0.3310266833663317,70674.74820708309,24948.054954227508,93.52239981490538,4711.870140639559
Gawar,Tomato,37.64049857986158,0.3051553321188871,78144.56639398869,75745.89533855725,34.61949783641755,2942.8624513361783
Potato,Rice,14.798429901527319,2.2534995323868716,39747.54112183084,78974.74844994917,58.34419054266711,2904.8954042342516
Rice,Gawar,1.9741155261667398,0.9364850819806959,24790.706697758003,44449.17607221388,29.345956408584073,4315.691361027068
Tomato,Tomato,27.519810773611802,2.1518448516771507,55261.8587712046,47103.55986277603,99.56931525236642,2327.70669660792
Gawar,Wheat,47.873427820598074,0.6000317683300901,42112.15571199715,46573.84725677177,79.25577276445021,1088.8445180796946
Sugarcane,Eliachi,20.172565914940332,1.3802159825944886,33981.618861299256,41434.05561336957,61.087144613833956,2326.190868061282
Rice,Sugarcane,21.586593154971922,0.7958696332467536,97607.91796246945,75889.02902583692,77.124380426453,3865.401321621376
Rice,Eliachi,48.47618413858786,1.3545846446372607,55193.77168313799,23356.433673305917,92.47311699407392,1494.456206448277
Wheat,Cotton,35.03577296970969,2.3072912777559114,87082.99244590814,13096.86321915418,96.681177497853,4139.123431595637
Rice,Rice,36.23942421926413,2.286029821432985,27578.566948902324,74716.04632436234,80.74169959829126,4261.897269784996
Potato,Tomato,28.572398263182315,1.5473168630211709,94549.84884092175,20977.873565836453,86.41593714999037,1403.6494641373704
Eliachi,Potato,48.75585133229884,2.785115531163153,81498.82911121196,61186.65151565645,45.80145321277573,1391.3571457977273
Sugarcane,None,34.754457736852245,0.791352307344822,82782.29405702281,20290.49819240863,45.26406956556697,1795.2485861318019
Rice,Rice,44.8566048286533,0.7209340533576992,45078.83876763358,77013.95117167692,82.7466987469323,2425.557573016795
Wheat,Tomato,35.269564420927836,1.8414192035263013,53707.329376991765,64334.13277529821,78.36626249767696,3130.9342743864872
Potato,Sugarcane,37.020675417179405,1.863891102650367,63401.88933088121,73903.8629086144,91.0883533258958,2942.1679922164294
Cotton,Tomato,15.230135184970079,0.13962011869492197,81078.89825845583,76323.86150837442,21.97087247469767,4412.6739487682125
Eliachi,None,15.870456202677131,1.823333137160693,86415.10768543939,11331.828820174984,72.17318068229795,1568.92794830708
Eliachi,Sugarcane,39.36624782922543,1.123308472047043,17024.077841674098,37504.16418687106,68.28834104274826,3790.2908887942776
Sugarcane,Eliachi,15.53860816932508,2.2423275759616774,91365.6148779857,53607.52527712321,81.866785631818,3195.546340873587
Eliachi,Sugarcane,28.57573346927505,2.4243169936358187,94374.69872538348,65184.20780946731,12.20971464158609,3947.299292648888
Rice,Rice,13.218263234428395,1.6564614586411097,63359.8663921107,23110.380831080183,84.36272010991772,2367.785707316415
Wheat,Eliachi,41.0321856596444,0.005115094506795259,26807.555192941534,73595.36445419664,39.378398795069394,2885.5185149115114
Eliachi,Tomato,6.41456621015681,1.9090974304999262,83657.33494331405,21573.224682360094,71.84099179180647,1114.3719567442697
Eliachi,Gawar,41.642885348321556,2.246643838997803,59372.885309463905,69963.2301155515,65.49036144157031,1464.4236363079185
Cotton,Tomato,30.53376022487249,0.7469497986945427,83547.68083447416,43453.44347481425,49.617848874656936,2499.982447847327
Cotton,None,10.158567206526786,1.3939380034223663,83332.73139303848,43656.662890264226,77.14247805026763,2925.018964460485
Tomato,Gawar,27.55973388979979,2.897179870235365,17805.63841172132,33050.42116114934,96.50970373739595,1342.9875722572522
Potato,Tomato,14.842443005519682,0.8943466601823103,64631.928553359765,12762.892356401788,39.11274819296945,4299.952996509222
Rice,Potato,16.84989940179433,0.6694597531252223,53482.98693418491,31031.75473396536,77.35922948522473,4784.2094493343275
Eliachi,Rice,18.224874038247137,0.6325643714340304,95150.75229995658,37005.25362368548,38.308334035916396,3385.5899113864075
Gawar,Potato,4.102643101643726,1.676402503061989,36697.71627328567,40926.5792414728,86.10878262844741,1213.607684866855
Eliachi,Eliachi,49.31212253566945,2.8493613039240193,28540.00955718325,60432.146780760006,49.35458493004842,3955.3048969512447
Wheat,Cotton,2.5451967784299807,1.8260703876010642,90737.81704172393,31405.258284879397,50.433916065508384,1868.6548491427018
Tomato,Tomato,33.46234678602964,0.9099693607129798,23384.401201009427,35494.46452354899,79.46925230228365,3934.6067684110517
Potato,Wheat,19.190154740114096,1.9157093342023623,71786.75128520155,72957.39517415896,54.65527295293715,2737.384060536519
Gawar,Wheat,32.65450425638825,1.8745268927933623,37001.78324576298,61442.54709751967,33.99801561468059,1213.7066249791944
Tomato,Sugarcane,18.456164401291606,1.7907754071889626,61106.11799477298,6714.182712784365,99.59832403024824,2114.995756624644
Sugarcane,Potato,34.013781666684075,0.478278620664906,65459.748955713505,65906.65682922781,65.8202853623522,2708.119840497105
Potato,Rice,36.73253996394968,1.9037003980349825,47563.23537621701,79245.79432627694,68.06346010734057,3945.0013665738097
Eliachi,Tomato,34.8370793795826,1.290493357543499,97746.84822133862,75482.58060258665,68.19237260539819,1532.2771273201213
Eliachi,None,6.584137086549461,0.05577617586910011,21864.98512764812,67696.69246220673,89.5023159478358,2148.0067093120024
Potato,Sugarcane,33.18776849807955,1.6192934614424854,45225.91801330813,52188.03105029504,26.548480508662305,1334.1491236154316
Eliachi,Eliachi,14.719389923250768,2.967800235655253,48735.57941868842,25864.409162394575,15.323635465708303,3463.227951877899
Rice,Gawar,2.4112671578973424,1.0492187725319506,66794.22540965633,54082.295853507225,44.80304606604644,2897.0859957111916
Potato,Eliachi,21.326702922558745,2.8966776549559747,46653.37823750672,57169.43531568983,60.841466245762135,4716.019781492154
Tomato,Tomato,22.24361203738625,0.28861722498778364,18733.241023494687,26116.86207730029,35.71386590587689,3962.212012693663
Potato,Cotton,23.891532534269878,2.197350347601919,95268.69983627436,24149.721830632974,72.02863040420888,4111.549450243843
Gawar,Gawar,35.53638410414509,0.342989983988506,47447.11734748171,34769.289431920275,16.652438104355458,1657.570301427003
Eliachi,Potato,16.133346647980495,0.8207147206658225,40840.63544953653,53086.02267751513,81.16385239751297,2066.49008205076
Rice,Tomato,16.448745142092207,1.7125225059663731,50204.99117566042,26979.67019617804,74.62774177290974,3052.558173543771
Rice,Cotton,3.967060555821769,1.7783390819302467,29493.61139160302,46674.98916339002,29.2550308456742,1053.938003536088
Sugarcane,Potato,34.6542395836225,2.325633951702514,19019.95162017858,72442.80513906371,36.86088147455241,4480.512574410142
Tomato,Cotton,28.823478478579613,1.8459342216823178,23372.063119797633,27132.524365943715,82.63018403546864,4110.961527975403
Cotton,Potato,18.121830521995616,1.7808441131416823,24998.93443032036,77448.03020956338,79.6004058716297,1231.7587407808635
Cotton,Rice,35.554259966950376,2.737059260967415,27790.609439430562,40501.09840049117,83.23895416005337,4396.135647892445
Potato,Wheat,27.33052971211698,1.3564822566274715,47796.41910035731,12568.125323442044,39.00185604026315,1017.9524592726326
Sugarcane,Eliachi,23.993002347656443,0.6757973360851651,66150.93421397381,9127.954529718027,97.26140651259952,1456.8772741527512
Wheat,Rice,26.054902639395195,0.48536575507089075,66599.90542240592,30400.58857244863,74.38044064365741,1221.4582118307605
Potato,Gawar,32.181058138085774,1.1999837904284993,10008.781260573418,24406.92175474047,15.868070865707924,2916.63972736283
Sugarcane,Sugarcane,33.34012762415537,2.1382582655810873,92886.19002085598,68278.49954024391,52.99613686098497,4136.199119675577
Tomato,Wheat,15.158933137895142,0.1276304547897027,84056.24624790894,60322.88160627174,69.80923409253421,1714.1566473539601
Tomato,Rice,7.896424806166508,0.38716015952821836,96754.42354924358,71340.97151525438,25.178517311232284,4085.945844543303
Tomato,Tomato,8.675074878335419,0.31834038031091827,42398.77102571736,49194.01236589022,91.15920339938569,1739.6991286424718
